mass,year,channel,parquet_sumw,inclusive_sumw,test_sumw,test_x2_sumw,mvacut_sumw,ws_sumEntries,inclusive_over_parquet,testx2_over_inclusive,mvacut_over_testx2,ws_over_mvacut,parquet_file,p2root_file,mvacut_file,ws_file
20,2024,ele,,597.6012221,299.9611321,599.9222642,67.22754572,67.22754572,,1.003883931,0.112060428,1,,/eos/home-p/pelai/HZa/root_P2Root/run3_BDT/mA_M20/2024.root,/eos/home-p/pelai/HZa/root_MVAcut/sig/mA_M20/output_2024.root,/eos/home-p/pelai/HZa/root_MVAcut/sig/mA_M20/ws_Tree2WS/ws_ele_2024.root
